index,Name,FA_Year,Contract,Age_x,eFG,PPG,APG,RPG,SPG,BPG,MPG,is_AllStar,is_AllNBA,ID,Pos,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season
174,Donte DiVincenzo,2023,12500000.0,26.0,0.5740740740740741,9.416666666666666,3.5,4.513888888888889,1.3472222222222223,0.1388888888888889,26.305555555555557,0.0,0.0,1628978.0,SG,1.9,2.3,4.2,0.106,-0.6,1.3,0.7,1.3,2022-23
175,Devonte' Graham,2021,11750000.0,26.0,0.5104633781763827,14.836363636363636,5.363636363636363,2.690909090909091,0.8727272727272727,0.10909090909090909,30.163636363636364,0.0,0.0,1628984.0,PG,2.5,0.9,3.4,0.099,1.8,-1.1,0.7,1.1,2020-21
177,Caleb Martin,2022,6666666.666666667,26.0,0.5853658536585366,9.183333333333334,1.0666666666666667,3.8333333333333335,0.9666666666666667,0.5,22.866666666666667,0.0,0.0,1628997.0,SF,1.9,2.1,4.0,0.139,0.1,0.9,1.1,1.1,2021-22
178,Cody Martin,2022,8000000.0,26.0,0.5543735224586288,7.661971830985915,2.5211267605633805,4.014084507042254,1.2394366197183098,0.4507042253521127,26.281690140845072,0.0,0.0,1628998.0,SF,2.4,1.5,3.9,0.101,-1.2,0.7,-0.5,0.7,2021-22
179,De'Anthony Melton,2020,8750000.0,22.0,0.4513715710723192,7.583333333333333,2.9166666666666665,3.6666666666666665,1.2833333333333334,0.3333333333333333,19.45,0.0,0.0,1629001.0,PG,0.1,1.7,1.7,0.072,-2.2,2.0,-0.2,0.5,2019-20
180,Shake Milton,2023,5000000.0,26.0,0.5347912524850894,8.381578947368421,3.1578947368421053,2.513157894736842,0.32894736842105265,0.17105263157894737,20.61842105263158,0.0,0.0,1629003.0,SG,1.6,1.2,2.9,0.087,-1.0,-0.9,-2.0,0.0,2022-23
181,Mitchell Robinson,2022,15000000.0,24.0,0.760932944606414,8.472222222222221,0.5277777777777778,8.569444444444445,0.8055555555555556,1.8472222222222223,25.666666666666668,0.0,0.0,1629011.0,C,5.3,3.2,8.5,0.221,1.0,1.2,2.2,2.0,2021-22
182,Anfernee Simons,2022,25000000.0,23.0,0.555207026348808,17.333333333333332,3.8771929824561404,2.6491228070175437,0.5263157894736842,0.10526315789473684,29.49122807017544,0.0,0.0,1629014.0,SG,2.0,-0.1,1.9,0.055,1.9,-2.7,-0.7,0.5,2021-22
183,Gary Trent Jr.,2021,18000000.0,22.0,0.5127388535031847,15.310344827586206,1.3793103448275863,2.6206896551724137,0.9655172413793104,0.1724137931034483,31.06896551724138,0.0,0.0,1629018.0,SG,1.0,0.7,1.7,0.045,-0.5,-1.7,-2.3,-0.1,2020-21
184,Jarred Vanderbilt,2021,4600000.0,22.0,0.6080508474576272,5.375,1.1875,5.75,1.0,0.71875,17.796875,0.0,0.0,1629020.0,PF,1.6,1.5,3.1,0.132,-1.4,1.4,-0.1,0.5,2020-21
185,Lonnie Walker IV,2022,6500000.0,23.0,0.47971204188481675,12.128571428571428,2.1714285714285713,2.585714285714286,0.6285714285714286,0.2714285714285714,23.02857142857143,0.0,0.0,1629022.0,SG,0.1,1.1,1.2,0.037,-1.2,-1.3,-2.5,-0.2,2021-22
186,Deandre Ayton,2022,33250000.0,23.0,0.639167862266858,17.189655172413794,1.4482758620689655,10.224137931034482,0.6896551724137931,0.6896551724137931,29.53448275862069,0.0,0.0,1629028.0,C,4.1,3.1,7.3,0.203,2.2,0.6,2.8,2.1,2021-22
187,Rui Hachimura,2023,17000000.0,25.0,0.5299657534246576,11.222222222222221,0.9206349206349206,4.492063492063492,0.30158730158730157,0.4126984126984127,23.26984126984127,0.0,0.0,1629060.0,PF,0.6,1.3,1.8,0.06,-1.3,-1.0,-2.2,-0.1,2022-23
188,Jock Landale,2023,8000000.0,27.0,0.5593471810089021,6.608695652173913,0.9855072463768116,4.057971014492754,0.2318840579710145,0.43478260869565216,14.18840579710145,0.0,0.0,1629111.0,C,1.5,1.2,2.7,0.132,-0.7,-0.4,-1.1,0.2,2022-23
189,Duncan Robinson,2021,18000000.0,27.0,0.6136680613668062,13.083333333333334,1.7638888888888888,3.4722222222222223,0.5972222222222222,0.2777777777777778,31.416666666666668,0.0,0.0,1629130.0,SF,1.9,1.8,3.7,0.079,-0.2,-0.8,-1.0,0.6,2020-21
190,Kendrick Nunn,2021,5000000.0,25.0,0.5775075987841946,14.571428571428571,2.642857142857143,3.1964285714285716,0.9285714285714286,0.25,29.464285714285715,0.0,0.0,1629134.0,PG,1.4,1.5,2.9,0.084,-0.1,-0.4,-0.5,0.6,2020-21
191,Gabe Vincent,2021,1750000.0,25.0,0.47639484978540775,4.84,1.34,1.12,0.42,0.04,13.1,0.0,0.0,1629216.0,PG,-0.4,0.5,0.2,0.011,-4.5,-0.9,-5.4,-0.6,2020-21
192,Gabe Vincent,2023,11000000.0,27.0,0.5052910052910053,9.426470588235293,2.4558823529411766,2.1323529411764706,0.9117647058823529,0.07352941176470588,25.86764705882353,0.0,0.0,1629216.0,PG,-0.3,1.7,1.4,0.038,-3.1,-0.3,-3.4,-0.6,2022-23
193,Drew Eubanks,2020,1763333.3333333333,23.0,0.6492537313432836,4.863636363636363,0.6818181818181818,3.8636363636363638,0.22727272727272727,0.7727272727272727,12.363636363636363,0.0,0.0,1629234.0,C,0.5,0.3,0.8,0.134,-1.4,-0.4,-1.8,0.0,2019-20
194,Amir Coffey,2022,3666666.6666666665,25.0,0.555793991416309,8.971014492753623,1.7971014492753623,2.8550724637681157,0.5507246376811594,0.21739130434782608,22.71014492753623,0.0,0.0,1629599.0,SG,2.3,1.5,3.8,0.116,-0.3,0.0,-0.3,0.7,2021-22
195,Max Strus,2021,1750000.0,25.0,0.5882352941176471,6.051282051282051,0.6153846153846154,1.0512820512820513,0.28205128205128205,0.05128205128205128,13.0,0.0,0.0,1629622.0,SF,0.6,0.3,0.9,0.088,-0.5,-1.7,-2.2,0.0,2020-21
196,Max Strus,2023,15750000.0,27.0,0.5348101265822784,11.5375,2.1375,3.225,0.525,0.15,28.4,0.0,0.0,1629622.0,SF,1.5,1.9,3.4,0.071,-0.8,-0.9,-1.7,0.2,2022-23
197,Coby White,2023,11000000.0,23.0,0.5505050505050505,9.662162162162161,2.7567567567567566,2.864864864864865,0.7297297297297297,0.08108108108108109,23.37837837837838,0.0,0.0,1629632.0,SG,1.2,1.9,3.1,0.087,-1.0,0.2,-0.8,0.5,2022-23
198,Nickeil Alexander-Walker,2023,4500000.0,24.0,0.5474576271186441,6.1525423728813555,1.8305084745762712,1.7118644067796611,0.5423728813559322,0.3559322033898305,14.983050847457626,0.0,0.0,1629638.0,SG,0.3,0.8,1.1,0.062,-1.4,0.4,-0.9,0.2,2022-23
199,Luguentz Dort,2022,17500000.0,23.0,0.4931129476584022,17.19607843137255,1.7254901960784315,4.1568627450980395,0.9019607843137255,0.35294117647058826,32.64705882352941,0.0,0.0,1629652.0,SG,0.2,1.1,1.4,0.04,-1.5,-0.7,-2.3,-0.1,2021-22
200,Talen Horton-Tucker,2021,10666666.666666666,20.0,0.49591002044989774,9.0,2.7846153846153845,2.6,0.9692307692307692,0.3230769230769231,20.06153846153846,0.0,0.0,1629659.0,SG,-0.1,2.2,2.1,0.078,-2.6,1.5,-1.2,0.3,2020-21
201,Ty Jerome,2023,2500000.0,25.0,0.5599173553719008,6.866666666666666,3.0,1.7333333333333334,0.5111111111111111,0.1111111111111111,18.133333333333333,0.0,0.0,1629660.0,SG,1.4,0.7,2.1,0.124,-1.1,0.3,-0.8,0.3,2022-23
202,Cameron Johnson,2023,27000000.0,27.0,0.5791139240506329,15.476190476190476,1.8571428571428572,4.404761904761905,1.1904761904761905,0.3333333333333333,28.571428571428573,0.0,0.0,1629661.0,PF,2.1,1.4,3.5,0.142,2.0,0.6,2.6,1.4,2022-23
203,Jalen McDaniels,2023,4650000.0,25.0,0.5178282009724473,9.4375,1.625,4.325,1.0375,0.425,23.9125,0.0,0.0,1629667.0,SF,0.5,2.2,2.7,0.068,-2.7,0.6,-2.1,-0.1,2022-23
204,Jalen McDaniels,2023,4650000.0,25.0,0.5178282009724473,9.4375,1.625,4.325,1.0375,0.425,23.9125,0.0,0.0,1629667.0,SF,0.5,2.2,2.7,0.068,-2.7,0.6,-2.1,-0.1,2022-23
205,Jalen McDaniels,2023,4650000.0,25.0,0.5178282009724473,9.4375,1.625,4.325,1.0375,0.425,23.9125,0.0,0.0,1629667.0,SF,0.5,2.2,2.7,0.068,-2.7,0.6,-2.1,-0.1,2022-23
206,Jalen McDaniels,2023,4650000.0,25.0,0.5178282009724473,9.4375,1.625,4.325,1.0375,0.425,23.9125,0.0,0.0,1629667.0,SF,0.5,2.2,2.7,0.068,-2.7,0.6,-2.1,-0.1,2022-23
207,Grant Williams,2023,13500000.0,24.0,0.5745798319327731,8.113924050632912,1.6582278481012658,4.594936708860759,0.5189873417721519,0.3924050632911392,25.88607594936709,0.0,0.0,1629684.0,PF,1.9,2.6,4.4,0.104,-1.8,0.7,-1.1,0.5,2022-23
208,John Konchar,2020,2250000.0,24.0,0.7162162162162162,2.8421052631578947,1.1578947368421053,2.473684210526316,0.3684210526315789,0.15789473684210525,9.526315789473685,0.0,0.0,1629723.0,SG,0.5,0.2,0.7,0.182,2.5,2.0,4.5,0.3,2019-20
209,Tre Jones,2023,10000000.0,23.0,0.4892328398384926,12.867647058823529,6.588235294117647,3.6029411764705883,1.3088235294117647,0.1323529411764706,29.176470588235293,0.0,0.0,1630200.0,PG,2.6,0.8,3.4,0.082,-0.2,-0.8,-1.0,0.5,2022-23
210,Jae'Sean Tate,2022,7366666.666666667,26.0,0.5411522633744856,11.782051282051283,2.8461538461538463,5.384615384615385,0.9230769230769231,0.5256410256410257,26.358974358974358,0.0,0.0,1630256.0,PF,1.9,1.1,3.0,0.071,-1.3,-0.5,-1.8,0.1,2021-22
211,Herbert Jones,2023,13500000.0,24.0,0.5249500998003992,9.833333333333334,2.4545454545454546,4.075757575757576,1.5606060606060606,0.6363636363636364,29.560606060606062,0.0,0.0,1630529.0,PF,1.5,2.7,4.2,0.104,-1.9,1.7,-0.3,0.8,2022-23
212,Austin Reaves,2023,14000000.0,25.0,0.6163265306122448,13.015625,3.359375,3.015625,0.515625,0.296875,28.796875,0.0,0.0,1630559.0,SG,4.1,1.4,5.4,0.142,0.6,0.1,0.7,1.2,2022-23
213,Sandro Mamukelashvili,2023,2000000.0,24.0,0.48695652173913045,6.116279069767442,1.441860465116279,4.3023255813953485,0.32558139534883723,0.27906976744186046,15.348837209302326,0.0,0.0,1630572.0,C,0.4,0.5,0.9,0.063,-1.1,-1.3,-2.4,-0.1,2022-23
